"","domain","tote_seite","catkey","category"
"12429","www.agro-service.de",NA,NA,NA
"12430","www.freier-kindergarten-leipzig.de",NA,NA,NA
"12431","www.cdu-koethen.de",NA,NA,NA
"12432","www.ksb-vogtland.de",NA,NA,NA
"12433","www.schierse-stiftung.de",NA,NA,NA
"12434","www.iaw-2010.de",NA,NA,NA
"12435","www.av-sachsen.de",NA,NA,NA
"12436","www.albert-schweitzer-stiftung.de",NA,NA,NA
"12437","www.freizeitland-erzgebirge.de",NA,NA,NA
"12438","www.fda.de",NA,NA,NA
"12439","www.alexandra-stiftung.de",NA,NA,NA
"12440","www.dhp.de",NA,NA,NA
"12441","www.cdu-elbe-elster.de",NA,NA,NA
"12442","www.sbmv.de",NA,NA,NA
"12443","www.laurentius-gemeinde.de",NA,NA,NA
"12444","volkssoli-doebeln.de",NA,NA,NA
"12445","www.amcham.de",NA,NA,NA
"12446","www.rolling-bonez.de",NA,NA,NA
"12447","www.verein-neue-wege.beepworld.de",NA,NA,"N"
"12448","www.united-dots.de",NA,NA,NA
"12449","www.segeln-sachsen.de",NA,NA,NA
"12450","www.reentry.de",NA,NA,NA
"12451","www.dpsg-dv-berlin.de",NA,NA,NA
"12452","vs-reichenbach.de",NA,NA,NA
"12453","www.foerderkreis-bernburg.de",NA,NA,NA
"12454","www.deutscherstahlbau.de",NA,NA,NA
"12455","www.synagogalchor-leipzig.de",NA,NA,NA
"12456","www.kinderschutzbund-asz.de",NA,NA,NA
"12457","www.musikviertel.de",NA,NA,NA
"12458","klientenzentriert.de",NA,NA,NA
"12459","www.kinderschutzbund-burgwedel.de",NA,NA,"N"
"12460","www.heilhaus.org",NA,NA,"N"
"12461","www.anlaufstelle.de",NA,NA,"N"
"12462","www.esv-lok-eisenach.de",NA,NA,NA
"12463","www.guteshaus.de",NA,NA,"N"
"12464","www.freie-kunstschule-hh-fiu.de",NA,NA,NA
"12465","www.nord-handwerk.de",NA,NA,NA
"12466","www.wildetiger.de",NA,NA,NA
"12467","www.thuenen-institut.de",NA,NA,NA
"12468","www.boedecker-kreis.de",NA,NA,NA
"12469","www.vjf.de",NA,NA,NA
"12470","www.gedok-brandenburg.de",NA,NA,"N"
"12471","www.kf-land-brandenburg.de",NA,NA,NA
"12472","www.griffelkunst.de",NA,NA,NA
"12473","www.sge-ergste.de",NA,NA,NA
"12474","www.luftbild-service-berlin-brandenburg.de",NA,NA,NA
"12475","www.solarverein-trier.de",NA,NA,"N"
"12476","www.villa-wessel.de",NA,NA,NA
"12477","www.magnesiumhilfe.de",NA,NA,NA
"12478","www.kind-familie.de",NA,NA,NA
"12479","www.cilip.de",NA,NA,NA
"12480","www.malteser-berlin.de",NA,NA,"N"
"12481","www.bte.de",NA,NA,NA
"12482","www.bundeslotsenkammer.de",NA,NA,NA
"12483","www.mtv-egestorf.de",NA,NA,NA
"12484","www.drk-sok.de",NA,NA,"N"
"12485","www.kom-in.de",NA,NA,NA
"12486","www.bdfa.de",NA,NA,NA
"12487","www.berliner-krebsgesellschaft.de",NA,NA,"N"
"12488","www.deutscher-reisering.de",NA,NA,NA
"12489","www.dbu-brb.de",NA,NA,NA
"12490","www.anthropos-ev.de",NA,NA,"N"
"12491","www.bsc-eintracht-suedring.de",NA,NA,NA
"12492","www.deutsche-kinderhilfe-direkt.de",NA,NA,NA
"12493","www.mombacher-turnverein.de",NA,NA,"N"
"12494","www.gstt.de",NA,NA,NA
"12495","www.emtec.de",NA,NA,NA
"12496","www.sksalzhausen.de",NA,NA,NA
"12497","www.kinder-jugendhilfe.de",NA,NA,NA
"12498","www.voerut-mamburg.de",NA,NA,"N"
"12499","www.izeg.de",NA,NA,NA
"12500","www.stadtinsel-halle.de",NA,NA,NA
"12501","www.amputierten-initiative.de",NA,NA,NA
"12502","www.dghs.de",NA,NA,"N"
"12503","www.dggg.de",NA,NA,NA
"12504","www.rv1889schweinfurt.de",NA,NA,NA
"12505","www.solibund.de",NA,NA,NA
"12506","www.amnesty-bb.de",NA,NA,NA
"12507","www.koblenz.de",NA,NA,NA
"12508","www.litg.de",NA,NA,NA
"12509","www.bvga.de",NA,NA,NA
"12510","www.aks-aachen.de",NA,NA,NA
"12511","www.forum-menschenrechte.de",NA,NA,NA
"12512","www.agsbv.de",NA,NA,NA
"12513","www.dieklette.de",NA,NA,NA
"12514","www.zen-vereinigung-berlin.de",NA,NA,"N"
"12515","www.europa-union-hamburg.de",NA,NA,NA
"12516","www.volkssolidaritaet-ruegen.de",NA,NA,NA
"12517","www.heimvolkshochschule.de",NA,NA,NA
"12518","www.elsebad.de",NA,NA,"N"
"12519","www.voi.de",NA,NA,NA
"12520","www.hospiz-schwerte.de",NA,NA,"N"
"12521","www.europaeischer-wettbewerb.de",NA,NA,NA
"12522","www.ak-gatow.de",NA,NA,NA
"12523","www.junge-linke.de",NA,NA,NA
"12524","www.ratundtat-bremen.de",NA,NA,"N"
"12525","www.hamburgische-bruecke.de",NA,NA,"N"
"12526","www.historia-elstal.de",NA,NA,NA
"12527","www.neukoellner-sportfreunde.de",NA,NA,NA
"12528","www.miteinander-leben-lernen.de",NA,NA,NA
"12529","www.fnr.de",NA,NA,NA
"12530","www.dewi-saraswati.de",NA,NA,NA
"12531","www.tk-am-stadtwald.de",NA,NA,NA
"12532","www.vfl-stade.de",NA,NA,NA
"12533","www.wem-gehoert-die-welt.de",NA,NA,NA
"12534","www.lobetalarbeit.de",NA,NA,NA
"12535","www.adfc-bremen.de",NA,NA,NA
"12536","www.maqt.de",NA,NA,NA
"12537","www.eber-kan.de",NA,NA,NA
"12538","www.tsvadendorf-fussball.de",NA,NA,NA
"12539","www.hauswarwisch.de",NA,NA,NA
"12540","www.therapiehilfe.de",NA,NA,NA
"12541","www.vfsd.de",NA,NA,NA
"12542","www.ehrengarde-porz.de",NA,NA,NA
"12543","www.tabea.de",NA,NA,NA
"12544","www.miteinanderwohnen.de",NA,NA,"N"
"12545","www.vssb-koeln.de",NA,NA,"N"
"12546","www.koelndesign.de",NA,NA,NA
"12547","www.agqm-biodiesel.de",NA,NA,NA
"12548","www.bdp-bbb.de",NA,NA,NA
"12549","www.initiative-gegen-gewalt.de",NA,NA,NA
"12550","www.schiffbauergasse.de",NA,NA,NA
"12551","www.shantychor-bad-zwischenahn.de",NA,NA,NA
"12552","www.tiere-in-not-solingen.de",NA,NA,"N"
"12553","www.asd-muenster.de",NA,NA,NA
"12554","www.gebrauchshunde-weissenfels.de",NA,NA,NA
"12555","www.lv-hkp.de",NA,NA,NA
"12556","www.epb-georgsritter.de",NA,NA,NA
"12557","www.cors-experts.de",NA,NA,NA
"12558","www.ci-romero.de",NA,NA,"N"
"12559","www.bsks.de",NA,NA,NA
"12560","raduga-ev.de",NA,NA,NA
"12561","www.frauen-und-muetterzentrum.de",NA,NA,NA
"12562","www.thoregon.de",NA,NA,NA
"12563","www.vielfalt-net.de",NA,NA,NA
"12564","www.djk-rhede.de",NA,NA,NA
"12565","www.mtvauhagen.de",NA,NA,NA
"12566","www.tsvsaxonia.de",NA,NA,NA
"12567","www.versoehnungsbund.de",NA,NA,NA
"12568","www.jiu-jitsu-dojo-stendal.de",NA,NA,NA
"12569","www.forum-jugendarbeit.de",NA,NA,NA
"12570","www.heide-werkstaetten.de",NA,NA,NA
"12571","www.yachtclub-uelzen.de",NA,NA,NA
"12572","www.krankenbruderschaft-rhein-maas.de",NA,NA,NA
"12573","www.naturschutzring-duemmer.de",NA,NA,NA
"12574","www.oef-online.de",NA,NA,NA
"12575","www.initiative-zink.de",NA,NA,NA
"12576","www.lav-san.de",NA,NA,NA
"12577","www.benediktshof.de",NA,NA,NA
"12578","www.marie-christian-heime.de",NA,NA,NA
"12579","www.pfadfinder-weeg.de",NA,NA,"N"
"12580","www.weserspatzen.de",NA,NA,NA
"12581","www.forensic-haina.de",NA,NA,NA
"12582","www.sovd.de",NA,NA,NA
"12583","www.aikikai-bielefeld.de",NA,NA,NA
"12584","www.amazonas-wiesbaden.de",NA,NA,NA
"12585","www.familienforschung-tecklenburger-land.de",NA,NA,NA
"12586","fv-thedinghausen.de",NA,NA,NA
"12587","www.verein-zur-pflege-der-live-musik.de",NA,NA,"N"
"12588","www.aktive-senioren.org",NA,NA,NA
"12589","www.potenzialentfaltung.net",NA,NA,"N"
"12590","www.vi-i-wismar.de",NA,NA,NA
"12591","www.bv-spohle.de",NA,NA,NA
"12592","www.fallschirmspringen.info",NA,NA,NA
"12593","www.rkzb.de",NA,NA,NA
"12594","modellbau-zerbst.de",NA,NA,NA
"12595","www.lk-beutelsbach.de",NA,NA,NA
"12596","www.computerclub-dan.de",NA,NA,NA
"12597","www.suebenheim.de",NA,NA,"N"
"12598","www.ad-dreihausen.de",NA,NA,NA
"12599","www.stubenrausch-kultur.de",NA,NA,NA
"12600","www.mec-brunsbuettel.de",NA,NA,NA
"12601","www.bv-orienttanz.de",NA,NA,NA
"12602","www.schwulenberatungberlin.de",NA,NA,NA
"12603","www.klosterrudern.de",NA,NA,NA
"12604","www.hag-gesundheit.de",NA,NA,NA
"12605","www.humandienstleistungen.de",NA,NA,NA
"12606","www.ajw-hamburg.de",NA,NA,NA
"12607","www.naund-oldenburg.de",NA,NA,"N"
"12608","www.tgc-redoute.de",NA,NA,NA
"12609","www.castell-lippstadt.de",NA,NA,NA
"12610","www.sportschuetzen-olfen.de",NA,NA,NA
"12611","www.frickfilm.de",NA,NA,NA
"12612","www.landkreistag-brandenburg.de",NA,NA,NA
"12613","www.tallshipfriends.de",NA,NA,"N"
"12614","www.felix3d.com",NA,NA,NA
"12615","www.wandersegler.de",NA,NA,NA
"12616","www.oikos-berlin.de",NA,NA,NA
"12617","www.hamburger-wingolf.de",NA,NA,NA
"12618","www.hoppenbank.info",NA,NA,NA
"12619","www.schadow-gesellschaft.org",NA,NA,NA
"12620","www.deutscher-karpfen-angelclub.de",NA,NA,"N"
"12621","www.jungius-gesellschaft.de",NA,NA,NA
"12622","www.cmt-net.org",NA,NA,NA
"12623","anglerverein-pz.club",NA,NA,"N"
"12624","www.platane19.de",NA,NA,"N"
"12625","www.kinderkinder.de",NA,NA,NA
"12626","www.lueneburger-tafel.de",NA,NA,"N"
"12627","www.gruen-weiss.de",NA,NA,"N"
"12628","www.tsv-wieblingen.de",NA,NA,NA
"12629","www.sv-mistelgau.de",NA,NA,NA
"12630","www.tc-mudau.de",NA,NA,NA
"12631","www.tkdz-wellen.de",NA,NA,NA
"12632","www.tus-schwï¿½blingsen.de",NA,NA,NA
"12633","www.asbwismar.de",NA,NA,NA
"12634","www.adk-hamburg.de",NA,NA,NA
"12635","www.mannepotsdam.de",NA,NA,"N"
"12636","www.paritaet-brb.de",NA,NA,NA
"12637","www.rotweisszollstock.de",NA,NA,NA
"12638","www.kinderschutzstellen.de",NA,NA,"N"
"12639","www.freunde-fuer-seeleute.de",NA,NA,NA
"12640","www.falken-hamburg.de",NA,NA,NA
"12641","www.inkasso.de",NA,NA,NA
"12642","www.bremer-umwelt-beratung.de",NA,NA,NA
"12643","www.funjump.de",NA,NA,NA
"12644","www.jukz-rhauderfehn.de",NA,NA,NA
"12645","www.onko-forum-celle.de",NA,NA,NA
"12646","www.fatih-moschee.de",NA,NA,NA
"12647","www.atsvhabenhausen.de",NA,NA,NA
"12648","www.neues-forum.de",NA,NA,NA
"12649","www.boetzow.de",NA,NA,NA
"12650","www.vfb-goldenstaedt.de",NA,NA,NA
"12651","www.sozialpaedagogisches-jugendwohnen.de",NA,NA,NA
"12652","www.tib-hamburg.de",NA,NA,NA
"12653","www.leben-mit-krebs-bremerhaven.de",NA,NA,"N"
"12654","www.vsoe.de",NA,NA,NA
"12655","www.asta.uni-hamburg.de",NA,NA,NA
"12656","www.kinderhaus-altona.de",NA,NA,NA
"12657","www.vdg-ev.de",NA,NA,"N"
"12658","www.dfg-idk.de",NA,NA,NA
"12659","www.ikm-hamburg.de",NA,NA,NA
"12660","www.hug-jena.de",NA,NA,NA
"12661","www.drk-waldbroel.de",NA,NA,NA
"12662","www.deutschetonstrasse.de",NA,NA,NA
"12663","www.openair-hoppegarten.de",NA,NA,NA
"12664","www.vbbs-weinbergsweg.de",NA,NA,NA
"12665","www.nut.de",NA,NA,NA
"12666","www.fruehlingssalon.de",NA,NA,NA
"12667","www.bhv-bremen.de",NA,NA,NA
"12668","www.dtsg.de",NA,NA,NA
"12669","www.filia-ev.de",NA,NA,NA
"12670","www.suedasien.de",NA,NA,NA
"12671","www.lkv-ats.de",NA,NA,NA
"12672","www.pro-winzkino.de",NA,NA,NA
"12673","www.ahlenersg.de",NA,NA,NA
"12674","b13e.akaflieg-berlin.de",NA,NA,NA
"12675","www.lkg-westfalen.de",NA,NA,NA
"12676","www.kontinuum-berlin.de",NA,NA,NA
"12677","www.kaleb-wiege.de",NA,NA,NA
"12678","www.urologenportal.de",NA,NA,NA
"12679","www.musifratz.de",NA,NA,NA
"12680","www.ifv.de",NA,NA,NA
"12681","www.planerladen.de",NA,NA,NA
"12682","www.dahw.de",NA,NA,"N"
"12683","www.nabu-ruhr.de",NA,NA,NA
"12684","www.paktev.de",NA,NA,NA
"12685","www.tradav.de",NA,NA,NA
"12686","www.cvjm-ag.de",NA,NA,NA
"12687","www.rioreiserhaus.de",NA,NA,NA
"12688","www.igu.de",NA,NA,NA
"12689","www.tv-mengede.de",NA,NA,NA
"12690","www.isv-devk.de",NA,NA,NA
"12691","www.igel-barnstorf.de",NA,NA,NA
"12692","www.nesammim.de",NA,NA,NA
"12693","www.alpsray.de",NA,NA,"N"
"12694","www.netzwerk-osteoporose.de",NA,NA,NA
"12695","www.am-erker.de",NA,NA,NA
"12696","www.gmi-ev.de",NA,NA,NA
"12697","www.buergerkomitee.de",NA,NA,NA
"12698","www.biostation-re.de",NA,NA,NA
"12699","www.lohimettmann.de",NA,NA,NA
"12700","www.fdf.de",NA,NA,NA
"12701","www.waldorfschule-remscheid.de",NA,NA,NA
"12702","www.bund-nrw.de",NA,NA,NA
"12703","www.diefittinge.de",NA,NA,NA
"12704","www.nabu-emsland.de",NA,"N05200","N"
"12705","www.skeh.de",NA,NA,NA
"12706","www.maerker-schuetzen.de",NA,NA,NA
"12707","www.wasserversorgungsverein-witzhelden.de",NA,NA,"N"
"12708","www.duesseldorfer-paddlergilde.de",NA,NA,NA
"12709","www.duensberg-verein.de",NA,NA,"N"
"12710","www.foerderkreis-brasilien.de",NA,NA,NA
"12711","www.laienspielgruppe.de",NA,NA,NA
"12712","familienhunde-halle-saale.de",NA,NA,NA
"12713","kampfsport-rheinneckar.de",NA,NA,NA
"12714","www.tierphysiotherapie.de",NA,NA,NA
"12715","www.kunstverein-worpswede.com",NA,NA,"N"
"12716","www.tauchfreunde-essen.de",NA,NA,NA
"12717","www.suchhundestaffel-werra-meissner.de",NA,NA,NA
"12718","www.asv-wasserfreunde-walsum.de",NA,NA,NA
"12719","www.1tcv-ev.de",NA,NA,NA
"12720","corps-hannovera.de",NA,NA,NA
"12721","www.theatergruppe-morschen.de",NA,NA,NA
"12722","www.gzm.org",NA,NA,NA
"12723","www.aba-online.de",NA,NA,NA
"12724","www.vfl-sassenberg.de",NA,NA,NA
"12725","spass-am-karneval.de",NA,NA,NA
"12726","www.asvkrevag.de",NA,NA,NA
"12727","www.mandolinenverein-weiterode.de",NA,NA,"N"
"12728","www.vuk-goettingen.de",NA,NA,NA
"12729","platschdropp.square7.ch",NA,NA,NA
"12730","www.bmw-freunde-suedbaden.de",NA,NA,NA
"12731","www.ssv-hohen-neuendorf.de",NA,NA,NA
"12732","rc-walldorf.de",NA,NA,NA
"12733","ds-freundschaftsbund.de",NA,NA,NA
"12734","www.regenbogen-duisburg.de",NA,NA,"N"
"12735","www.pbc-knickers.de",NA,NA,"N"
"12736","www.glueck-im-schafspelz.de",NA,NA,NA
"12737","www.ftkip.de",NA,NA,NA
"12738","www.lefi.org",NA,NA,NA
"12739","crossminton-fuechse.berlin",NA,NA,NA
"12740","www.hospiz-bewegung.de",NA,NA,"N"
"12741","www.psv-re.de",NA,NA,NA
"12742","www.mobile-dortmund.de",NA,NA,NA
"12743","www.marfanhilfe.de",NA,NA,NA
"12744","www.koelnerpcfreunde.de",NA,NA,"N"
"12745","www.skf-viersen.de",NA,NA,NA
"12746","www.duempten.de",NA,NA,NA
"12747","www.arbeitsloseninitiative-aurich.com",NA,NA,"N"
"12748","www.pbc-obersteiger.de",NA,NA,NA
"12749","www.choreinigkeit.de",NA,NA,NA
"12750","www.mahreg.de",NA,NA,NA
"12751","www.klzvb.de",NA,NA,NA
"12752","www.avgb.de",NA,NA,NA
"12753","www.katzenschutzbund.de",NA,NA,"N"
"12754","www.hillegossen-online.de",NA,NA,NA
"12755","www.gilwell-st-ludger.de",NA,NA,"N"
"12756","www.eatg.org",NA,NA,NA
"12757","www.logistik-akademie.de",NA,NA,NA
"12758","www.bzb.de",NA,NA,NA
"12759","www.schwerhoerigen-netz.de",NA,NA,NA
"12760","www.malteser-monheim.de",NA,NA,NA
"12761","www.die-bruecke-magdeburg.de",NA,NA,"N"
"12762","www.arbeitsgemeinschaftwettbewerb.de",NA,NA,NA
"12763","www.gartenverein-indenwestkaempen.de",NA,NA,"N"
"12764","www.saturnblei.de",NA,NA,NA
"12765","www.patchworkgilde.de",NA,NA,"N"
"12766","www.stadtundland-nrw.de",NA,NA,NA
"12767","www.ethiopian-initiative.org",NA,NA,NA
"12768","www.botschaft-lettland.de",NA,NA,NA
"12769","www.kinderschutzbund-bocholt.de",NA,NA,NA
"12770","www.schweine.net",NA,NA,NA
"12771","www.gc-marienfeld.de",NA,NA,NA
"12772","www.uniqua.de",NA,NA,NA
"12773","www.hospizdienstbsa.de",NA,NA,NA
"12774","verein-hilfe.de",NA,NA,"N"
"12775","www.kjg-ommersheim.de",NA,NA,NA
"12776","www.fte-rendsburg.de",NA,NA,NA
"12777","www.boxsport-harz.de",NA,NA,NA
"12778","www.romans.de",NA,NA,"N"
"12779","www.balance-heidelberg.de",NA,NA,NA
"12780","www.karate-burgrieden.de",NA,NA,NA
"12781","www.tkd-sk.de",NA,NA,NA
"12782","www.heimkinoverein.de",NA,NA,"N"
"12783","www.pfo-berlin.de",NA,NA,NA
"12784","www.behinderten-und-rehasport-aurich.de",NA,NA,"N"
"12785","www.gefina.info",NA,NA,NA
"12786","marburgertafel.de",NA,NA,NA
"12787","www.michelsenschule.de",NA,NA,NA
"12788","www.wissenschaftsladen-hannover.de",NA,NA,NA
"12789","www.3wfhannover.de",NA,NA,NA
"12790","www.fan-nds.de",NA,NA,"N"
"12791","www.gfbv.de",NA,NA,"N"
"12792","www.dge.de",NA,NA,NA
"12793","www.gedenkstaette-moringen.de",NA,NA,NA
"12794","www.solwodi.de",NA,NA,NA
"12795","www.wald-klima-zentrum.de",NA,NA,NA
"12796","www.interbusclub.com",NA,NA,NA
"12797","www.exundjob.de",NA,NA,NA
"12798","www.djjr.de",NA,NA,NA
"12799","www.einheitserde.de",NA,NA,NA
"12800","www.teencamp.de",NA,NA,NA
"12801","www.feminavita.de",NA,NA,NA
"12802","www.lbu-niedersachsen.de",NA,NA,"N"
"12803","www.tierrettung-herford.de",NA,NA,NA
"12804","www.rwv-hannover.de",NA,NA,NA
"12805","www.stadtradio-goettingen.de",NA,NA,NA
"12806","www.tauschring-bielefeld.de",NA,NA,"N"
"12807","www.if-handwerk.de",NA,NA,NA
"12808","www.alfa-ev.de",NA,NA,NA
"12809","www.kopf-sh.de",NA,NA,NA
"12810","www.rosenkreuz.de",NA,NA,NA
"12811","www.pbc-wiesmoor-ev.de",NA,NA,NA
"12812","www.mobbing-net.de",NA,NA,NA
"12813","www.reiterverein-liebenburg.de",NA,NA,"N"
"12814","www.izw-online.de",NA,NA,NA
"12815","www.thw-ratzeburg.de",NA,NA,NA
"12816","www.kaemmererverband.de",NA,NA,NA
"12817","www.frauennotruf-hannover.de",NA,NA,"N"
"12818","www.einprozent.net",NA,NA,NA
"12819","prospektive-entwicklungen.de",NA,NA,NA
"12820","www.asvjuebek.de",NA,NA,NA
"12821","www.schiedsamt.de",NA,NA,NA
"12822","www.antirassismus-telefon.de",NA,NA,"N"
"12823","www.vbhg.de",NA,NA,NA
"12824","www.mec-marburg.de",NA,NA,NA
"12825","www.tv-rw-ebsdorfergrund.de",NA,NA,NA
"12826","www.werkkiste.de",NA,NA,NA
"12827","www.freie-christengemeinde-dorsten.de",NA,NA,NA
"12828","www.bszwillbrock.de",NA,NA,NA
"12829","www.sovd-langenholzen-sack.de",NA,NA,NA
"12830","www.siemens-tk.de",NA,NA,NA
"12831","www.msc-dn.de",NA,NA,NA
"12832","www.skm-meppen.de",NA,NA,"N"
"12833","www.calvados.de",NA,NA,NA
"12834","www.theater-wedel.de",NA,NA,NA
"12835","www.stig-sterkrade.de",NA,NA,NA
"12836","www.schuetzen-niederkassel.de",NA,NA,NA
"12837","www.volksplatz.de",NA,NA,NA
"12838","www.theater-kaisersesch.de",NA,NA,NA
"12839","www.neusser-augustinerinnen.de",NA,"N10100","N"
"12840","www.wgi.de",NA,NA,NA
"12841","www.tkd-deutschland.de",NA,NA,NA
"12842","www.spvg-haste.de",NA,NA,NA
"12843","www.werbering-goch.de",NA,NA,NA
"12844","www.dgpm.de",NA,NA,NA
"12845","www.emslaendischer-heimatbund.de",NA,NA,NA
"12846","www.ivh-online.de",NA,NA,NA
"12847","www.lv-nrw-apk.de",NA,NA,NA
"12848","www.jesp.de",NA,NA,NA
"12849","www.pilzverein.rehna.de",NA,NA,"S"
"12850","www.csd-d.de",NA,NA,NA
"12851","lerntherapie-fil.de",NA,NA,NA
"12852","www.blau-weiss-huckarde.de",NA,NA,"N"
"12853","www.psv-karate-bielefeld.de",NA,NA,NA
"12854","www.bi-ahaus.de",NA,NA,NA
"12855","www.boston-club.de",NA,NA,NA
"12856","mfv-asdmoor.de",NA,NA,NA
"12857","www.nrwtv.de",NA,NA,NA
"12858","www.profifoto.de",NA,NA,NA
"12859","rappelkiste-elten.de",NA,NA,NA
"12860","www.mgm.org",NA,NA,NA
"12861","www.lachyoga-peine.de",NA,NA,NA
"12862","frankfurt-mitte.dlrg.de",NA,NA,NA
"12863","www.sterntal.de",NA,NA,NA
"12864","www.tv-bochum-brenschede.de",NA,NA,NA
"12865","www.osc-vellmar.de",NA,NA,"N"
"12866","www.drogenberatung-mg.de",NA,NA,NA
"12867","www.ai-ev.de",NA,NA,NA
"12868","www.ok-magdeburg.de",NA,NA,NA
"12869","www.taekwondoschule-boettcher.de",NA,NA,NA
"12870","www.ellener-dorfmusik.de",NA,NA,NA
"12871","www.trierer-sporttaucher.de",NA,NA,NA
"12872","www.vnwi.de",NA,NA,NA
"12873","www.care-fair.org",NA,NA,NA
"12874","www.fabrikpotsdam.de",NA,NA,NA
"12875","www.fsv-gruenweiss-niemegk.de",NA,NA,"N"
"12876","www.oeko-korn-nord.de",NA,NA,NA
"12877","www.kycd.de",NA,NA,NA
"12878","www.bund-niedersachsen.de",NA,NA,"N"
"12879","www.borreliose-bund.de",NA,NA,"N"
"12880","www.diegeschichteberlins.de",NA,NA,NA
"12881","www.schostakowitsch.de",NA,NA,NA
"12882","www.vdsfberlinbrandenburg.de",NA,NA,NA
"12883","www.otto-lilienthal.de",NA,NA,"N"
"12884","www.die-neue-gesellschaft.de",NA,NA,NA
"12885","www.mittlere-oder.de",NA,NA,NA
"12886","www.mint-ec.de",NA,NA,"N"
"12887","www.schloss-trebnitz.de",NA,NA,NA
"12888","www.kaffeeverband.de",NA,NA,"N"
"12889","www.citykreis-rostock.de",NA,NA,NA
"12890","www.yachtclub-diensdorf.de",NA,NA,NA
"12891","www.pact-zollverein.de",NA,NA,"N"
"12892","www.anwaltsinstitut.de",NA,NA,NA
"12893","www.tv-asberg.de",NA,NA,NA
"12894","www.altenzentrum-emscherpark.de",NA,NA,NA
"12895","www.asv-muenchhausen-wersten.de",NA,NA,NA
"12896","www.otg-badminton.de",NA,NA,NA
"12897","www.naturtheater-renningen.de",NA,NA,NA
"12898","www.malteser-damme.de",NA,NA,"N"
"12899","www.tsvi.de",NA,NA,"N"
"12900","www.bogensport-paitzdorf.de",NA,NA,NA
"12901","www.breitband-ev.de",NA,NA,"N"
"12902","sv-ogdelmenhorst.beepworld.de",NA,NA,NA
"12903","www.bw-wulfen.de",NA,NA,NA
"12904","www.vdab.de",NA,NA,NA
"12905","www.femmetotale.de",NA,NA,NA
"12906","www.ecgpb.de",NA,NA,NA
"12907","www.dpsg-leutershausen.de",NA,NA,NA
"12908","www.og-nuebbel.de",NA,NA,"N"
"12909","www.salm-horstmar.de",NA,NA,NA
"12910","www.ft-braunschweig.de",NA,NA,"N"
"12911","www.wfb-gottessegen.de",NA,NA,"N"
"12912","www.studentenwerk-magdeburg.de",NA,NA,NA
"12913","www.forumtheater.de",NA,NA,NA
"12914","www.human-pictures.eu",NA,NA,NA
"12915","www.essener-tafel.de",NA,NA,NA
"12916","www.bundesverband-erlebnispaedagogik.de",NA,NA,NA
"12917","www.we-share.de",NA,NA,"N"
"12918","www.in-takt-coesfeld.de",NA,NA,NA
"12919","www.osnabruecker-tafel.de",NA,NA,"N"
"12920","www.lpv-harz.de",NA,NA,NA
"12921","www.buddhaweg.de",NA,NA,NA
"12922","www.fcpreussen07.de",NA,NA,NA
"12923","www.pbs-neckargemuend.de",NA,NA,NA
"12924","www.gdm-hn.de",NA,NA,NA
"12925","www.ratinger-bienen.de",NA,NA,"N"
"12926","www.msc-rehburg.de",NA,NA,NA
"12927","www.fashionhouse.de",NA,NA,NA
"12928","www.tdh.de",NA,NA,NA
"12929","www.schall-nrw.de",NA,NA,NA
"12930","www.ghf-online.de",NA,NA,NA
"12931","www.beratungsstelle-hesseweg.de",NA,NA,NA
"12932","www.kita-kolping-velbert.de",NA,NA,NA
"12933","www.tiergarten-moenchengladbach.de",NA,NA,NA
"12934","www.almaterra.org",NA,NA,NA
"12935","www.ksbv.de",NA,NA,NA
"12936","www.lmfv.de",NA,NA,NA
"12937","www.sv-poseidon-bockenem.de",NA,NA,NA
"12938","www.ezkev.de",NA,NA,NA
"12939","www.sv-lok.com",NA,NA,NA
"12940","www.apha-zent-nrw.de",NA,NA,NA
"12941","www.bi-luechow-dannenberg.de",NA,NA,NA
"12942","www.lfvmv.de",NA,NA,NA
"12943","www.dfgnord.de",NA,NA,NA
"12944","www.irminsul.de",NA,NA,NA
"12945","www.sozialismus.de",NA,NA,NA
"12946","www.diefaehre-hamburg.de",NA,NA,NA
"12947","www.regenwald.org",NA,NA,"N"
"12948","www.familien-in-findorff.de",NA,NA,NA
"12949","www.studienforum-berlin.de",NA,NA,NA
"12950","www.ise.de",NA,NA,NA
"12951","www.lindenpark.de",NA,NA,NA
"12952","www.mieterbund-schleswig-holstein.de",NA,NA,"N"
"12953","www.ycbg.de",NA,NA,"N"
"12954","www.jugendring-ruegen.de",NA,NA,NA
"12955","www.rechtsanwaeltelueneburg.de",NA,NA,NA
"12956","www.zeitzeugenboerse.de",NA,NA,"N"
"12957","www.hinterste-muehle.de",NA,NA,NA
"12958","www.gsg-falkensee.de",NA,NA,NA
"12959","www.hueppekaestchen.de",NA,NA,NA
"12960","www.uni-greifswald.de",NA,NA,NA
"12961","www.h-team-ev.de",NA,NA,"N"
"12962","www.dbbjnrw.de",NA,NA,NA
"12963","www.freshfantasy.de",NA,NA,NA
"12964","www.kloster-frankenberg.de",NA,NA,NA
"12965","www.wing-chun-kung-fu.de",NA,NA,NA
"12966","gedenkstaette-moringen.de",NA,NA,NA
"12967","www.naturfreundehaus-kalifornien.de",NA,NA,NA
"12968","www.yachtclubkassel.de",NA,NA,NA
"12969","www.insolvenzhilfeverein.de",NA,NA,"N"
"12970","www.geozentrum-hannover.de",NA,NA,NA
"12971","www.wallnau.de",NA,NA,NA
