"","X","domain","tote_seite","catkey","category"
"17944",22207,"fenster-und-tuerenhandel.de",0,"K14000","K"
"17945",22208,"fenster-co.com",0,"K14000","K"
"17946",22209,"fenster-bauelemente-enger.de",0,"K16000","K"
"17947",22210,"fennelhof.de",0,"K16000","K"
"17948",22211,"fellinger-immobilien.de",0,"K25000","K"
"17949",22212,"felixanum.de",0,"K18000","K"
"17950",22213,"felgenveredelung-ebert.de",0,"K15000","K"
"17951",22214,"felgendoktor-muenchen.de",0,"K15000","K"
"17952",22215,"feldmeier-geruestbau.de",0,"K14000","K"
"17953",22216,"feldheim-consulting.de",0,"K26000","K"
"17954",22217,"feinkost-spehr.de",0,"K16000","K"
"17955",22218,"feiereis.com",0,"K24000","K"
"17956",22219,"fehwe.de",0,"K18000","K"
"17957",22220,"fehmarn-urlaub-wildt.de",0,"K18000","K"
"17958",22221,"feenlicht.net",0,"K32000","K"
"17959",22222,"feelyourface.de",0,"K22000","K"
"17960",22223,"feel-meer.com",0,"K18000","K"
"17961",22224,"fee-reinigung.de",0,"K30000","K"
"17962",22225,"federhofer.de",0,"K14000","K"
"17963",22226,"federbetten-overmeyer.com",0,"K16000","K"
"17964",22227,"feddersen-nordsee.de",0,"K18000","K"
"17965",22228,"fds-dach.de",0,"K14000","K"
"17966",22229,"fbi.de",0,"K14000","K"
"17967",22230,"fazlicbaugmbh.de",0,"K14000","K"
"17968",22231,"favorit-online.com",0,"K15000","K"
"17969",22232,"fauster-werbetechnik.de",0,"K16000","K"
"17970",22233,"fastenlandhaus-herrenberg.de",0,"K32000","K"
"17971",22234,"fastdownwind.com",0,"K21000","K"
"17972",22235,"fassbender-druck.de",0,"K20000","K"
"17973",22236,"fashion-nails-gummersbach.de",0,"K22000","K"
"17974",22237,"faro-theater.de",0,"K21000","K"
"17975",22238,"farbundstilberatung.info",0,"K22000","K"
"17976",22239,"farbundstilberatung-cr.net",0,"K22000","K"
"17977",22240,"farbundstil-ulm.de",0,"K34000","K"
"17978",22241,"farbenmeer-taetowierungen-wilhelmshaven.de",0,"K22000","K"
"17979",22242,"farbakzent.net",0,"K14000","K"
"17980",22243,"farb11.de",0,"K14000","K"
"17981",22244,"farb-und-stil-beratung.eu",0,"K22000","K"
"17982",22245,"familienzirkel.com",0,"K34000","K"
"17983",22246,"familienrecht-gerlach.de",0,"K29000","K"
"17984",22247,"familienrecht-fra.de",0,"K29000","K"
"17985",22248,"familienpraxis-saarbruecken.de",0,"K32000","K"
"17986",22249,"familienkanzlei-plagemann.de",0,"K29000","K"
"17987",22250,"familienfabrik.de",0,"K32000","K"
"17988",22251,"familienbetrieb-raubeckhof.de",0,"K21000","K"
"17989",22252,"familienanwalt-bs.de",0,"K29000","K"
"17990",22253,"familie-pankow-sassnitz.de",0,"K18000","K"
"17991",22254,"familie-pankow-sassnitz.de",0,"K18000","K"
"17992",22255,"familie-endres-osenau.de",0,"K18000","K"
"17993",22256,"familie-bolten.de",0,"K18000","K"
"17994",22257,"fama-bedachungen.de",0,"K14000","K"
"17995",22258,"fam-stahmann.de",0,"K18000","K"
"17996",22259,"fakirservice.de",0,"K16000","K"
"17997",22260,"fait-versicherungen.de",0,"K24000","K"
"17998",22261,"fairlernzirkel-freiburg.de",0,"K31000","K"
"17999",22262,"fair-clean-alfter.de",0,"K30000","K"
"18000",22263,"fahrzeugtechnik-kassens.de",0,"K15000","K"
"18001",22264,"fahrzeugpruefungen-gutachten-in-berlin.de",0,"K28000","K"
"18002",22265,"fahrzeugpflege-franz.de",0,"K15000","K"
"18003",22266,"fahrzeugaufbereitung-zwetzschler.de",0,"K15000","K"
"18004",22267,"fahrwerk-m.com",0,"K31000","K"
"18005",22268,"fahrtechnikakademie24.de",0,"K31000","K"
"18006",22269,"fahrservice-motz.de",0,"K17000","K"
"18007",22270,"fahrservice-luettger.de",0,"K17000","K"
"18008",22271,"fahrschulestar.de",0,"K31000","K"
"18009",22272,"fahrschulepp.de",0,"K31000","K"
"18010",22273,"fahrschulen-classicplus.de",0,"K31000","K"
"18011",22274,"fahrschule-zielsicher.com",0,"K31000","K"
"18012",22275,"fahrschule-wolf.berlin",0,"K31000","K"
"18013",22276,"fahrschule-woehrmann.de",0,"K31000","K"
"18014",22277,"fahrschule-windmuehle.de",0,"K31000","K"
"18015",22278,"fahrschule-wimmer.de",0,"K31000","K"
"18016",22279,"fahrschule-v17.de",0,"K31000","K"
"18017",22280,"fahrschule-thomas-schmidt.de",0,"K31000","K"
"18018",22281,"fahrschule-soeder.com",0,"K31000","K"
"18019",22282,"fahrschule-sieber.de",0,"K31000","K"
"18020",22283,"fahrschule-schoene.de",0,"K31000","K"
"18021",22284,"fahrschule-schneider-bonn.de",0,"K31000","K"
"18022",22285,"fahrschule-schilf.de",0,"K31000","K"
"18023",22286,"fahrschule-schechinger.de",0,"K31000","K"
"18024",22287,"fahrschule-schaller.de",0,"K31000","K"
"18025",22288,"fahrschule-roy.de",0,"K31000","K"
"18026",22289,"fahrschule-rot-weiss.de",0,"K31000","K"
"18027",22290,"fahrschule-richter.info",0,"K31000","K"
"18028",22291,"fahrschule-reusse.de",0,"K31000","K"
"18029",22292,"fahrschule-prinz.de",0,"K31000","K"
"18030",22293,"fahrschule-peter-strobl.de",0,"K31000","K"
"18031",22294,"fahrschule-peter-schmitt.com",0,"K31000","K"
"18032",22295,"fahrschule-norbert-reichert.de",0,"K31000","K"
"18033",22296,"fahrschule-neugebauer.net",0,"K31000","K"
"18034",22297,"fahrschule-neiseke.de",0,"K31000","K"
"18035",22298,"fahrschule-nawrath.de",0,"K31000","K"
"18036",22299,"fahrschule-mtdrive.de",0,"K31000","K"
"18037",22300,"fahrschule-mg.de",0,"K31000","K"
"18038",22301,"fahrschule-marc-birnbaum.de",0,"K31000","K"
"18039",22302,"fahrschule-maihoefer.de",0,"K31000","K"
"18040",22303,"fahrschule-magicdrive.de",0,"K31000","K"
"18041",22304,"fahrschule-lupo.com",0,"K31000","K"
"18042",22305,"fahrschule-kutscher.de",0,"K31000","K"
"18043",22306,"fahrschule-kopietz.de",0,"K31000","K"
"18044",22307,"fahrschule-hoelzenbein.de",0,"K31000","K"
"18045",22308,"fahrschule-herter.de",0,"K31000","K"
"18046",22309,"fahrschule-galts.de",0,"K31000","K"
"18047",22310,"fahrschule-don-francisco.de",0,"K31000","K"
"18048",22311,"fahrschule-der-joker.de",0,"K31000","K"
"18049",22312,"fahrschule-dehoust.de",0,"K31000","K"
"18050",22313,"fahrschule-dahlke.de",0,"K31000","K"
"18051",22314,"fahrschule-bikers-fun.de",0,"K31000","K"
"18052",22315,"fahrschule-bernd-rist.de",0,"K31000","K"
"18053",22316,"fahrschule-berges.de",0,"K31000","K"
"18054",22317,"fahrschule-be-free.de",0,"K31000","K"
"18055",22318,"fahrschule-amann-regensburg.de",0,"K31000","K"
"18056",22319,"fahrschule-am-waldplatz.de",0,"K31000","K"
"18057",22320,"fahrschule-am-ring.de",0,"K31000","K"
"18058",22321,"fahrschule-alfredo-berger.de",0,"K31000","K"
"18059",22322,"fahrschule-alfredo-berger.de",0,"K31000","K"
"18060",22323,"fahrschule-a-s.de",0,"K31000","K"
"18061",22324,"fahrschulcenter-aschaffenburg.de",0,"K31000","K"
"18062",22325,"fahrradland-falkensee.de",0,"K16000","K"
"18063",22326,"fahrraddoktor-elsdorf.de",0,"K16000","K"
"18064",22327,"fahrraddepot-neuthard.de",0,"K16000","K"
"18065",22328,"fahrrad-fischer.com",0,"K16000","K"
"18066",22329,"fahrfieber-peine.de",0,"K31000","K"
"18067",22330,"fahr-rad-hn.de",0,"K16000","K"
"18068",22331,"fahr-praxis.de",0,"K31000","K"
"18069",22332,"factoryoutlet.de",0,"K23000","K"
"18070",22333,"fachwork.de",0,"K20000","K"
"18071",22334,"fachwerk-communications.de",0,"K26000","K"
"18072",22335,"fachanwaltskanzlei-arbeitsrecht.com",0,"K29000","K"
"18073",22336,"fachanwalt-splitgerber-baurecht.de",0,"K29000","K"
"18074",22337,"fachaerztejobs.de",0,"K27000","K"
"18075",22338,"facetofacecosmetics.de",0,"K22000","K"
"18076",22339,"facenna-finanzierungsberatung.de",0,"K24000","K"
"18077",22340,"facelift-1.eu",0,"K22000","K"
"18078",22341,"facebook.fotografie-kornmesser.de",0,NA,"K"
"18079",22342,"facchini-lammfelle.de",0,"K16000","K"
"18080",22343,"fabrikverkauf-wasserbetten.de",0,"K12000","K"
"18081",22344,"fabrice-weinroth.de",0,"K25000","K"
"18082",22345,"fabfabstickers.de",0,"K16000","K"
"18083",22346,"fa-rudolph.de",0,"K14000","K"
"18084",22347,"fa-raz.de",0,"K14000","K"
"18085",22348,"fa-familienrecht-muenchen.de",0,"K29000","K"
"18086",22349,"f3-konzept.de",0,"K14000","K"
"18087",22350,"f-krietenbrink.com",0,"K14000","K"
"18088",22351,"f-g-security.de",0,"K30000","K"
"18089",22352,"eylers-steuerberater.de",0,"K24000","K"
"18090",22353,"eyebrowstudio.de",0,"K22000","K"
"18091",22354,"extreme-house.de",0,"K14000","K"
"18092",22355,"exprobico.de",0,"K31000","K"
"18093",22356,"expresstaxi-ab.de",0,"K17000","K"
"18094",22357,"express-arabisch-uebersetzer.de",0,"K34000","K"
"18095",22358,"expert-courier.de",0,"K17000","K"
"18096",22359,"exner-autoservice.de",0,"K15000","K"
"18097",22360,"exklusiv-transport.de",0,"K17000","K"
"18098",22361,"exclusiv-polsterei-ehrreich.de",0,"K14000","K"
"18099",22362,"exclusiv-j-m-real-estate-berlin.com",0,"K25000","K"
"18100",22363,"excellent-mallorca-transporte.com",0,"K17000","K"
"18101",22364,"examcert.de",0,"K26000","K"
"18102",22365,"exakt.org",0,"K20000","K"
"18103",22366,"ewige-lampe.eu",0,"K19000","K"
"18104",22367,"evi-dienstleistungen.de",0,"K30000","K"
"18105",22368,"evers-coaching.de",0,"K34000","K"
"18106",22369,"evers-berlin.de",0,"K32000","K"
"18107",22370,"eventtechnik-nussmann.de",0,"K21000","K"
"18108",22371,"eventtechnik-nitschke.de",0,"K21000","K"
"18109",22372,"eventbein.de",0,"K21000","K"
"18110",22373,"event.berenbold.com",0,NA,"K"
"18111",22374,"event-max.com",0,"K26000","K"
"18112",22375,"event-dj-mike.de",0,"K21000","K"
"18113",22376,"evelovesapples.com",0,"K16000","K"
"18114",22377,"evbgmbh.de",0,"K24000","K"
"18115",22378,"evas-fewo.de",0,"K18000","K"
"18116",22379,"evahelle.de",0,"K32000","K"
"18117",22380,"ev-gwhl.de",0,"K14000","K"
"18118",22381,"eutl.de",0,"K14000","K"
"18119",22382,"eurotext-essen.de",0,"K34000","K"
"18120",22383,"eurogwelt.de",0,"K19000","K"
"18121",22384,"eurogas.de",0,"K14000","K"
"18122",22385,"euroclean-muenchen.de",0,"K30000","K"
"18123",22386,"eurocarporttec.de",0,"K14000","K"
"18124",22387,"eurobica-immobilien.de",0,"K25000","K"
"18125",22388,"eurobalance.de",0,"K31000","K"
"18126",22389,"euro-blitz-kurierservice.de",0,"K17000","K"
"18127",22390,"euro-blitz-kurier-gmbh.de",0,"K17000","K"
"18128",22391,"euro-bau-finanz.de",0,"K24000","K"
"18129",22392,"eure-zahnaerzte-in-heli.de",0,"K32000","K"
"18130",22393,"eurasia-hair-transplant.de",0,"K32000","K"
"18131",22394,"eulenspiegel-bruchsal.de",0,"K19000","K"
"18132",22395,"eub-bestattungen.de",0,"K34000","K"
"18133",22396,"eti-kg.de",0,"K25000","K"
"18134",22397,"etheric.de",0,"K34000","K"
"18135",22398,"et-konstruktionen.de",0,"K12000","K"
"18136",22399,"et-huber.de",0,"K21000","K"
"18137",22400,"estricon.de",0,"K14000","K"
"18138",22401,"estriche-vollmeier.de",0,"K14000","K"
"18139",22402,"estriche-robert.de",0,"K14000","K"
"18140",22403,"estriche-demir.de",0,"K14000","K"
"18141",22404,"estrich-woelke.de",0,"K14000","K"
"18142",22405,"estrich-mielke.de",0,"K14000","K"
"18143",22406,"esszimmer-hamburg.com",0,"K19000","K"
"18144",22407,"essich.de",0,"K16000","K"
"18145",22408,"essbewusstsein.de",0,"K32000","K"
"18146",22409,"essbare-foto-welt.com",0,"K19000","K"
"18147",22410,"essbar-freital.de",0,"K19000","K"
"18148",22411,"ess-echzell.de",0,"K19000","K"
"18149",22412,"esplan.eu",0,"K23000","K"
"18150",22413,"esp-sensor.de",0,"K15000","K"
"18151",22414,"eska-verpflegung.de",0,"K19000","K"
"18152",22415,"esk-industrievertrieb.de",0,"K14000","K"
"18153",22416,"esgehtnochleichter.de",0,"K34000","K"
"18154",22417,"eschenauer-naturstein.de",0,"K14000","K"
"18155",22418,"eschenauer-immobilienbewertung.de",0,"K25000","K"
"18156",22419,"es-phone.de",0,"K16000","K"
"18157",22420,"es-kanzlei.de",0,"K29000","K"
"18158",22421,"erweiterte-medizin.de",0,"K32000","K"
"18159",22422,"erstehilfe-os.de",0,"K31000","K"
"18160",22423,"erschuetterung.com",0,"K14000","K"
"18161",22424,"erschaff-dir-deine-welt.com",0,"K32000","K"
"18162",22425,"erpenstein-thermografie.de",0,"K32000","K"
"18163",22426,"ernst-fotos.de",0,"K20000","K"
"18164",22427,"erno-recycling.de",0,"K13000","K"
"18165",22428,"ernita-brunner.de",0,"K32000","K"
"18166",22429,"erlebniswelt-harmonika.net",0,"K31000","K"
"18167",22430,"erlebnisrundreisen.de",0,"K18000","K"
"18168",22431,"erlebnisreich.com",0,"K21000","K"
"18169",22432,"erlebe-mohr.de",0,"K16000","K"
"18170",22433,"erle-simonswald.de",0,"K19000","K"
"18171",22434,"erlangen-yogakurs.de",0,"K21000","K"
"18172",22435,"erinea.de",0,"K21000","K"
"18173",22436,"erik-machts.de",0,"K30000","K"
"18174",22437,"eri-jeynn.de",0,"K22000","K"
"18175",22438,"ergotherapietempelhof.de",0,"K32000","K"
"18176",22439,"ergotherapiepraxis-sellmann.de",0,"K32000","K"
"18177",22440,"ergotherapiehameln.de",0,"K32000","K"
"18178",22441,"ergotherapie-sperling.de",0,"K32000","K"
"18179",22442,"ergotherapie-scheer.de",0,"K32000","K"
"18180",22443,"ergotherapie-mueller.de",0,"K32000","K"
"18181",22444,"ergotherapie-johannes.de",0,"K32000","K"
"18182",22445,"ergotherapie-fischer.de",0,"K32000","K"
"18183",22446,"ergotherapie-esen.de",0,"K32000","K"
"18184",22447,"ergotherapie-danner.de",0,"K32000","K"
"18185",22448,"ergotherapie-conrad.de",0,"K32000","K"
"18186",22449,"ergotherapie-braz.de",0,"K32000","K"
"18187",22450,"ergotherapie-ballauf.de",0,"K32000","K"
"18188",22451,"ergotherapie-bad-bevensen.de",0,"K32000","K"
"18189",22452,"ergotherapie-adelsberg.de",0,"K32000","K"
"18190",22453,"ergopraxis-ottensen.de",0,"K32000","K"
"18191",22454,"ergoboettcher.de",0,"K32000","K"
"18192",22455,"ergo-vonsiedmogrodzki.de",0,"K32000","K"
"18193",22456,"ergo-lammert.de",0,"K32000","K"
"18194",22457,"ergo-gestaltungstherapie-oliveira.de",0,"K32000","K"
"18195",22458,"ergo-geest.land",0,"K32000","K"
"18196",22459,"ergo-alpha.de",0,"K32000","K"
"18197",22460,"erene.de",0,"K14000","K"
"18198",22461,"erdtmann-immobilien.de",0,"K25000","K"
"18199",22462,"erdmann-schmitt.de",0,"K22000","K"
"18200",22463,"erdmann-rechtsanwalt.de",0,"K29000","K"
"18201",22464,"erdinger-haustechnik.de",0,"K14000","K"
"18202",22465,"erdbeeren-westerwald.de",0,"K16000","K"
"18203",22466,"erbrecht-anwalt-wiesbaden.de",0,"K29000","K"
"18204",22467,"erbler.de",0,"K32000","K"
"18205",22468,"equi-vita-tierphysio.de",0,"K32000","K"
"18206",22469,"eqonomy.de",0,"K26000","K"
"18207",22470,"epv-online.com",0,"K24000","K"
"18208",22471,"epsystem.de",0,"K29000","K"
"18209",22472,"eps-systems.de",0,"K14000","K"
"18210",22473,"epilus.de",0,"K22000","K"
"18211",22474,"epiel.de",0,"K22000","K"
"18212",22475,"eos-moving.de",0,"K17000","K"
"18213",22476,"entwicklungsraeume-achterwehr.de",0,"K33000","K"
"18214",22477,"entsorgung-heuer.de",0,"K13000","K"
"18215",22478,"enplusmode.de",0,"K16000","K"
"18216",22479,"ennepetal-ferienwohnung-apartment.de",0,"K18000","K"
"18217",22480,"enkst.de",0,"K12000","K"
"18218",22481,"english4life-lc.de",0,"K31000","K"
"18219",22482,"english-with-herb.de",0,"K31000","K"
"18220",22483,"englischlernen123.de",0,"K31000","K"
"18221",22484,"englberger.eu",0,"K31000","K"
"18222",22485,"engelmedium-hellseherin.de",0,"K34000","K"
"18223",22486,"engel-aesthetik.com",0,"K32000","K"
"18224",22487,"enev-check.de",0,"K14000","K"
"18225",22488,"energiewert-bauen.de",0,"K14000","K"
"18226",22489,"energiehandel-direkt.de",0,"K14000","K"
"18227",22490,"energieberatung-rother.de",0,"K28000","K"
"18228",22491,"energieberatung-hofheim.de",0,"K14000","K"
"18229",22492,"energieberatung-frenzel.de",0,"K14000","K"
"18230",22493,"energieberatung-avcu.com",0,"K14000","K"
"18231",22494,"energiearbeit-taunus.de",0,"K34000","K"
"18232",22495,"energie-team.eu",0,"K13000","K"
"18233",22496,"energie-spar-quelle.de",0,"K14000","K"
"18234",22497,"energie-berg.de",0,"K13000","K"
"18235",22498,"energetischesheilen.space",0,"K32000","K"
"18236",22499,"energetischesheilen.info",0,"K32000","K"
"18237",22500,"endresimmobilien.info",0,"K25000","K"
"18238",22501,"endorfinum.de",0,"K16000","K"
"18239",22502,"endo-ilsfeld.de",0,"K32000","K"
"18240",22503,"emteg-tools.de",0,"K13000","K"
"18241",22504,"emta-stuck.de",0,"K14000","K"
"18242",22505,"emsr-datentechnik.de",0,"K23000","K"
"18243",22506,"emsland-elegance.de",0,"K16000","K"
"18244",22507,"ems-powerfull.de",0,"K21000","K"
"18245",22508,"empiricit.de",0,"K23000","K"
"18246",22509,"emotioncut.de",0,"K21000","K"
"18247",22510,"emmia.de",0,"K16000","K"
"18248",22511,"emk-teile.de",0,"K14000","K"
"18249",22512,"emissionsfaktor.de",0,"K28000","K"
"18250",22513,"emilienhof.de",0,"K21000","K"
"18251",22514,"emex-energy.de",0,"K16000","K"
"18252",22515,"embrace-fashion.com",0,"K16000","K"
"18253",22516,"em-parkett.de",0,"K14000","K"
"18254",22517,"elotec-medizinprodukte.de",0,"K32000","K"
"18255",22518,"elmerbaumarkt.de",0,"K16000","K"
"18256",22519,"elkeshitchingseite.de",0,"K16000","K"
"18257",22520,"elkes-ferienwohnung-ueckermuende.de",0,"K18000","K"
"18258",22521,"elke-reges-beratung.de",0,"K32000","K"
"18259",22522,"elke-loose.de",0,"K34000","K"
"18260",22523,"elkawe-guterl.de",0,"K15000","K"
"18261",22524,"elkaso-pizzeria.de",0,"K19000","K"
"18262",22525,"elkas.de",0,"K14000","K"
"18263",22526,"elitekurier.de",0,"K17000","K"
"18264",22527,"elita-team.de",0,"K19000","K"
"18265",22528,"elisas-amber-shop.de",0,"K16000","K"
"18266",22529,"elisabeth-christ.de",0,"K32000","K"
"18267",22530,"elisa-arts.de",0,"K16000","K"
"18268",22531,"elena-scheck.de",0,"K22000","K"
"18269",22532,"elemental-system.de",0,"K14000","K"
"18270",22533,"elektrotechnikfirstclass.de",0,"K14000","K"
"18271",22534,"elektrotechnik-uwesommer.de",0,"K14000","K"
"18272",22535,"elektrotechnik-theimer.de",0,"K14000","K"
"18273",22536,"elektrotechnik-niefanger.de",0,"K14000","K"
"18274",22537,"elektrotechnik-baum.de",0,"K14000","K"
"18275",22538,"elektroscholz-aachen.de",0,"K14000","K"
"18276",22539,"elektronotdienst.berlin",0,"K14000","K"
"18277",22540,"elektronotdienst-landshut.de",0,"K14000","K"
"18278",22541,"elektronik-heinze.com",0,"K16000","K"
"18279",22542,"elektrolonia.de",0,"K14000","K"
"18280",22543,"elektroland.de",0,"K16000","K"
"18281",22544,"elektroland-lennestadt.de",0,"K16000","K"
"18282",22545,"elektro-vassen-shop.de",0,"K16000","K"
"18283",22546,"elektro-tischer.com",0,"K14000","K"
"18284",22547,"elektro-simon.bayern",0,"K14000","K"
"18285",22548,"elektro-schliakowski.de",0,"K14000","K"
"18286",22549,"elektro-porzelt.de",0,"K14000","K"
"18287",22550,"elektro-podersaunig.de",0,"K14000","K"
"18288",22551,"elektro-pforzheim.com",0,"K14000","K"
"18289",22552,"elektro-mart.de",0,"K14000","K"
"18290",22553,"elektro-mann.com",0,"K14000","K"
"18291",22554,"elektro-kornath.de",0,"K14000","K"
"18292",22555,"elektro-gregor.de",0,"K16000","K"
"18293",22556,"elektro-friedrich-gmbh.de",0,"K14000","K"
"18294",22557,"elektro-beck.biz",0,"K14000","K"
"18295",22558,"eleganza-geschenke.de",0,"K16000","K"
"18296",22559,"elearning-soft.de",0,"K31000","K"
"18297",22560,"elcik-entruempelungen.de",0,"K13000","K"
"18298",22561,"elbtalteam.de",0,"K27000","K"
"18299",22562,"elbgoldschmiede.de",0,"K16000","K"
"18300",22563,"elbenschmiede.com",0,"K16000","K"
"18301",22564,"elastic-sealing.de",0,"K14000","K"
"18302",22565,"el-privatunterricht.de",0,"K31000","K"
"18303",22566,"eismann-kollegen.de",0,"K25000","K"
"18304",22567,"eisenmann-hommes.de",0,"K12000","K"
"18305",22568,"eisenbrand-aesthetik.de",0,"K32000","K"
"18306",22569,"eisenbau-heilbronn.de",0,"K14000","K"
"18307",22570,"eisen-heinrich.de",0,"K16000","K"
"18308",22571,"eiscafeamklosterhof.de",0,"K19000","K"
"18309",22572,"eiscafe-riviera.de",0,"K19000","K"
"18310",22573,"eisblau-fotografie.de",0,"K20000","K"
"18311",22574,"eipeschel.de",0,"K14000","K"
"18312",22575,"einwegmed.de",0,"K32000","K"
"18313",22576,"einsteinpraxis.de",0,"K32000","K"
"18314",22577,"einstein-immo.de",0,"K25000","K"
"18315",22578,"einpacken.de",0,"K34000","K"
"18316",22579,"einklang-engen.net",0,"K22000","K"
"18317",22580,"einkaufsservice-solingen.de",0,"K30000","K"
"18318",22581,"einfachschoen-kosmetik.de",0,"K22000","K"
"18319",22582,"einfachmedien.de",0,"K20000","K"
"18320",22583,"einfach-clevere-telefonanlagen.de",0,"K34000","K"
"18321",22584,"eine-sucht-kosmetik.info",0,"K22000","K"
"18322",22585,"einberg.net",0,"K18000","K"
"18323",22586,"eilenberg.de",0,"K24000","K"
"18324",22587,"eifelzauber-mit-hund.de",0,"K18000","K"
"18325",22588,"eifelstar-immo.com",0,"K25000","K"
"18326",22589,"eifel-home.de",0,"K14000","K"
"18327",22590,"eideloth-finearts.de",0,"K16000","K"
"18328",22591,"ei-licht.de",0,"K16000","K"
"18329",22592,"ehz-tiefbau.de",0,"K14000","K"
"18330",22593,"ehmis-musicbox.de",0,"K21000","K"
"18331",22594,"eh-nagelkunst.de",0,"K22000","K"
"18332",22595,"egohandel.de",0,"K16000","K"
"18333",22596,"egger-gase.de",0,"K16000","K"
"18334",22597,"egenolflandmaschinen.de",0,"K15000","K"
"18335",22598,"egb-sonntag.de",0,"K14000","K"
"18336",22599,"eg-handel.de",0,"K15000","K"
"18337",22600,"eft-in-koeln.de",0,"K32000","K"
"18338",22601,"efs-edelstahl.de",0,"K14000","K"
"18339",22602,"effesfahrschule.de",0,"K31000","K"
"18340",22603,"effektivkosmetik.de",0,"K22000","K"
"18341",22604,"effektives-business.de",0,"K34000","K"
"18342",22605,"effect-lackierbetrieb.de",0,"K15000","K"
"18343",22606,"edvonstick.de",0,"K20000","K"
"18344",22607,"edvdidaktik.de",0,"K31000","K"
"18345",22608,"edv-systeme-franke.de",0,"K23000","K"
"18346",22609,"educando.de",0,"K26000","K"
"18347",22610,"edinco.de",0,"K30000","K"
"18348",22611,"edi-diehl.de",0,"K19000","K"
"18349",22612,"edgetech.de",0,"K23000","K"
"18350",22613,"edesign-grafik.de",0,"K20000","K"
"18351",22614,"ederhof-audioproduction.com",0,"K21000","K"
"18352",22615,"edeltours.de",0,"K18000","K"
"18353",22616,"edelsteineparadies.com",0,"K16000","K"
"18354",22617,"edelplusmetall.de",0,"K16000","K"
"18355",22618,"edelmann-treppen.de",0,"K14000","K"
"18356",22619,"eddagrueter.de",0,"K34000","K"
"18357",22620,"eda-hotel.de",0,"K18000","K"
"18358",22621,"ed-trans.de",0,"K17000","K"
"18359",22622,"ed-automobile.de",0,"K15000","K"
"18360",22623,"ecommerce-anwendungen.de",0,"K23000","K"
"18361",22624,"ecology-water.de",0,"K14000","K"
"18362",22625,"eco-rehatechnik.de",0,"K16000","K"
"18363",22626,"ecm-service.com",0,"K28000","K"
"18364",22627,"eckzahn.eu",0,"K32000","K"
"18365",22628,"ecks-lutter.de",0,"K16000","K"
"18366",22629,"eckertrenovierung-de.de",0,"K14000","K"
"18367",22630,"echtholzideen.de",0,"K16000","K"
"18368",22631,"echthaar24.com",0,"K22000","K"
"18369",22632,"echter-dresdner-stollen.com",0,"K19000","K"
"18370",22633,"echolotstation.de",0,"K16000","K"
"18371",22634,"echazatelier.de",0,"K21000","K"
"18372",22635,"ec-zeltverleih.de",0,"K21000","K"
"18373",22636,"ebs-murnau.de",0,"K14000","K"
"18374",22637,"ebooks-netto.de",0,"K16000","K"
"18375",22638,"ebner-worms.de",0,"K32000","K"
"18376",22639,"ebj.de",0,"K16000","K"
"18377",22640,"ebike-bayerwald.de",0,"K21000","K"
"18378",22641,"ebike-bayern.com",0,"K16000","K"
"18379",22642,"eberhardt-anlagenbau.de",0,"K12000","K"
"18380",22643,"ebcbremsen-profi.de",0,"K15000","K"
"18381",22644,"ebbau.com",0,"K14000","K"
"18382",22645,"eb-bauleistungen.de",0,"K14000","K"
"18383",22646,"easyprofil.de",0,"K23000","K"
"18384",22647,"easydentoffice.de",0,"K32000","K"
"18385",22648,"easy-perfekt.com",0,"K27000","K"
"18386",22649,"easy-look.de",0,"K32000","K"
"18387",22650,"easthampton.de",0,"K16000","K"
"18388",22651,"earthimmobilien.de",0,"K25000","K"
"18389",22652,"e-schamboeck.de",0,"K15000","K"
"18390",22653,"e-s-i-gmbh.de",0,"K14000","K"
"18391",22654,"e-gloggner.de",0,"K32000","K"
"18392",22655,"e-g-w.com",0,"K14000","K"
"18393",22656,"e-con-projekt.de",0,"K14000","K"
"18394",22657,"dyna-fit.de",0,"K32000","K"
"18395",22658,"dwaft.co",0,"K22000","K"
"18396",22659,"dvi-sportshop.de",0,"K16000","K"
"18397",22660,"dvd-authoring.net",0,"K16000","K"
"18398",22661,"duschpool.de",0,"K14000","K"
"18399",22662,"dusc.eu",0,"K15000","K"
"18400",22663,"dunkel-elektro.de",0,"K14000","K"
"18401",22664,"dumin-orthopaedie.de",0,"K32000","K"
"18402",22665,"duman.taxi",0,"K17000","K"
"18403",22666,"dumack.de",0,"K14000","K"
"18404",22667,"duma-fenster.de",0,"K14000","K"
"18405",22668,"dufterei.de",0,"K26000","K"
"18406",22669,"duevels-hof.de",0,"K16000","K"
"18407",22670,"duenenstrand-baabe.de",0,"K18000","K"
"18408",22671,"dudraeast.com",0,"K16000","K"
"18409",22672,"dubir.de",0,"K23000","K"
"18410",22673,"du-yoga.de",0,"K21000","K"
"18411",22674,"dts-daemmtechnik-schoeps.de",0,"K14000","K"
"18412",22675,"dt2go.de",0,"K26000","K"
"18413",22676,"dt-glasreinigung.de",0,"K30000","K"
"18414",22677,"dstraining.de",0,"K21000","K"
"18415",22678,"dsmontageservice.de",0,"K14000","K"
"18416",22679,"dsh-telekommunikation.info",0,"K23000","K"
"18417",22680,"ds-spanndecken-design.de",0,"K14000","K"
"18418",22681,"ds-lackiertechnik.de",0,"K15000","K"
"18419",22682,"ds-carstyling.de",0,"K15000","K"
"18420",22683,"dryconstruction.de",0,"K14000","K"
